rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
CTNNB1 S37 MUTANTS AREN'T PHOSPHORYLATED%REACTOME%R-HSA-5358749.3	CTNNB1 S37 MUTANTS AREN'T PHOSPHORYLATED	0.385545640927811	0.688803853702172	1	324,5525,5519,5518,2932,5527,1499,5528,5516,1452,139285,5529,5526,8312,5515
CTNNB1 S45 MUTANTS AREN'T PHOSPHORYLATED%REACTOME%R-HSA-5358751.3	CTNNB1 S45 MUTANTS AREN'T PHOSPHORYLATED	0.385545640927811	0.688803853702172	1	324,5525,5519,5518,2932,5527,1499,5528,5516,1452,139285,5529,5526,8312,5515
SIGNALING BY GSK3BETA MUTANTS%REACTOME%R-HSA-5339716.4	SIGNALING BY GSK3BETA MUTANTS	0.385545640927811	0.688803853702172	1	324,5525,5519,5518,2932,5527,1499,5528,5516,1452,139285,5529,5526,8312,5515
CTNNB1 T41 MUTANTS AREN'T PHOSPHORYLATED%REACTOME DATABASE ID RELEASE 38%5358752	CTNNB1 T41 MUTANTS AREN'T PHOSPHORYLATED	0.385545640927811	0.688803853702172	1	324,5525,5519,5518,2932,5527,1499,5528,5516,1452,139285,5529,5526,8312,5515
NEGATIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902992	NEGATIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS	0.385969823350379	0.688803853702172	1	8301,6253,5300,23163,10347,6252,348,274,4915,6653,10313,2319,1191,6093
IRES-DEPENDENT VIRAL TRANSLATIONAL INITIATION%GOBP%GO:0075522	IRES-DEPENDENT VIRAL TRANSLATIONAL INITIATION	0.386155417318158	0.688803853702172	-1	8661,5725,8664,5094,8662,7812,1939,8562,28985,8665,6741
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	IL3-MEDIATED SIGNALING EVENTS	0.389553474069364	0.688803853702172	-1	5567,6777,3635,5566,10256,2885,3065,5290,598,3717,7534,5295,7532,6464,3397,9846,5781,1051,5292,6726
PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0032527	PROTEIN EXIT FROM ENDOPLASMIC RETICULUM	0.39041471381683	0.688803853702172	1	7184,84447,79139,6396,6400,9709,84236,10113,10956,92305,550,29098,81502,9919,6836,23197,51009,54732,27248,3998,7353,9895,10952,55666
FATTY ACID METABOLISM%PATHWHIZ%PW000023	FATTY ACID METABOLISM	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
ETHYLMALONIC ENCEPHALOPATHY%PATHWHIZ%PW000106	ETHYLMALONIC ENCEPHALOPATHY	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
GLUTARIC ACIDURIA TYPE I%SMPDB%SMP0000185	GLUTARIC ACIDURIA TYPE I	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
SHORT-CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD DEFICIENCY)%PATHWHIZ%PW000108	SHORT-CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD DEFICIENCY)	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
CARNITINE PALMITOYL TRANSFERASE DEFICIENCY I%PATHWHIZ%PW000514	CARNITINE PALMITOYL TRANSFERASE DEFICIENCY I	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
LONG CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (LCAD)%PATHWHIZ%PW000515	LONG CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (LCAD)	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
VERY-LONG-CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (VLCAD)%SMPDB%SMP0000540	VERY-LONG-CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (VLCAD)	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
CARNITINE PALMITOYL TRANSFERASE DEFICIENCY II%PATHWHIZ%PW000517	CARNITINE PALMITOYL TRANSFERASE DEFICIENCY II	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
MEDIUM CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (MCAD)%PATHWHIZ%PW000518	MEDIUM CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (MCAD)	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
TRIFUNCTIONAL PROTEIN DEFICIENCY%SMPDB%SMP0000545	TRIFUNCTIONAL PROTEIN DEFICIENCY	0.39076206983851	0.688803853702172	-1	3032,2180,36,3030,37,38,1892,10449,1376,34
POSITIVE REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901985	POSITIVE REGULATION OF PROTEIN ACETYLATION	0.390883377127481	0.688803853702172	1	8467,9031,10524,5563,10514,9188,6659,1654,2074,7913,84140,5562,23451,57551,57609,23181,85459
DNA-TEMPLATED TRANSCRIPTION TERMINATION%GOBP%GO:0006353	DNA-TEMPLATED TRANSCRIPTION TERMINATION	0.39270901811001	0.69095885311527	-1	7270,30834,10419,51728,22828,23064,54797,22803,4150,5430,51585,29101,8458,284119
REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010827	REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT	0.393111361259081	0.69095885311527	1	2931,51422,6253,100506658,26060,25999,718,5584,8218,114882,1389,57761,673,207,55198,51763,2887,208,5295,5781,23433,3667,10776,5579,3643,8682,9847,11132,10580,8660
CHK1 CHK2(CDS1) MEDIATED INACTIVATION OF CYCLIN B:CDK1 COMPLEX%REACTOME%R-HSA-75035.5	CHK1 CHK2(CDS1) MEDIATED INACTIVATION OF CYCLIN B:CDK1 COMPLEX	0.393207721406192	0.69095885311527	1	7465,7533,10971,891,2810,7534,7532,1111,7531,7529
POSITIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045931	POSITIVE REGULATION OF MITOTIC CELL CYCLE	0.394598388428107	0.692755752818747	-1	301,5641,993,5889,9510,8697,134353,55904,8877,3297,84967,23276,5925,1845,6241,6240,351,6868,23236,894,1978,1977,7325,55920,23326,23476,11331,8881,1654,7027,150465,5586,1981,5514,286053,1956,8929,891,1019,55835,50484,51433,207,5962,9525,8452,4193,8317,6198,5578,51529,51692,595,26057,3280,9587,8558,440,163786,57521,8766,994
N-CADHERIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%N-CADHERIN SIGNALING EVENTS	N-CADHERIN SIGNALING EVENTS	0.395488110896806	0.693670666083681	1	2934,818,5879,1495,2241,3799,22919,5335,2596,4041,2891,1499,1500,1639,221955,747,5770,2260,5290,2697,2017,387,5295,808,23396,5781,6093,5599,8312,1268,1000,3728,998
RESPONSE TO AXON INJURY%GOBP%GO:0048678	RESPONSE TO AXON INJURY	0.395965310983602	0.693861001183556	1	1809,349667,2596,9315,2348,146760,23098,23162,3371,5336,23767,118812,1719
CELLULAR RESPONSE TO LECTIN%GOBP%GO:1990858	CELLULAR RESPONSE TO LECTIN	0.398472655800444	0.695244856667597	-1	4067,6850,5058,6714,5063,2534,2033,6885,7189,5062,5336,3551
RESPONSE TO LECTIN%GOBP%GO:1990840	RESPONSE TO LECTIN	0.398472655800444	0.695244856667597	-1	4067,6850,5058,6714,5063,2534,2033,6885,7189,5062,5336,3551
STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002223	STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY	0.398472655800444	0.695244856667597	-1	4067,6850,5058,6714,5063,2534,2033,6885,7189,5062,5336,3551
Amyotrophic lateral sclerosis (ALS)%WikiPathways_20230910%WP2447%Homo sapiens	Amyotrophic lateral sclerosis (ALS)	0.398595704489347	0.695244856667597	1	2876,5879,5868,637,79139,4741,1432,1471,572,581,4744,7132,7157,6647,847,1616,5533,5605,5608,5530,5630,836,598,4747,6506,10452,5532,842,9973,317,57679
CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA%REACTOME%R-HSA-1834949.3	CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA	0.399604189917795	0.695244856667597	-1	55718,661,5435,11128,171568,5441,51728,8737,3661,5437,10623,1499,148022,5440,81844,1147,4792,2033,6737,84265,29110,7316,5591,4615,3428,5434,55703,28511,7314,2547,10621,3665,4791,7311,9208,1660,170506,7520,6233,27297,22954,6778,8517,51082,28512,4790,4361,3551,9533,5970,4793
CELL-CELL FUSION%GOBP%GO:0140253	CELL-CELL FUSION	0.399698092295577	0.695244856667597	1	1793,577,8912,8038,3756,975,928,58494,3688,6988,80005,79805,9644,5738
SPHINGOID BIOSYNTHETIC PROCESS%GOBP%GO:0046520	SPHINGOID BIOSYNTHETIC PROCESS	0.399941453153519	0.695244856667597	-1	2629,9517,10558,8877,340485,55331,20,171546,56848,427,55304
SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512	SPHINGOSINE BIOSYNTHETIC PROCESS	0.399941453153519	0.695244856667597	-1	2629,9517,10558,8877,340485,55331,20,171546,56848,427,55304
RHO GTPASES ACTIVATE NADPH OXIDASES%REACTOME%R-HSA-5668599.7	RHO GTPASES ACTIVATE NADPH OXIDASES	0.400079797965466	0.695244856667597	-1	5590,5879,5600,5289,5300,6280,1432,5595,5594,5580,5578,1535,30849,5579
NEGATIVE REGULATION OF DNA REPAIR%GOBP%GO:0045738	NEGATIVE REGULATION OF DNA REPAIR	0.400864059350404	0.695539848381737	1	10524,3297,56893,387893,25,7158,55183,84893,78996,24144,80311,64110,8091,54537,55086,10459,6188,7014,2074,26168,254225,4968,55611
MRNA DECAY BY 5' TO 3' EXORIBONUCLEASE%REACTOME%R-HSA-430039.2	MRNA DECAY BY 5' TO 3' EXORIBONUCLEASE	0.400988701112744	0.695539848381737	-1	51690,27257,23658,167227,219988,57819,27258,1656,55802,80153,25804,196513,11157,54464,23644
VACUOLAR ACIDIFICATION%GOBP%GO:0007035	VACUOLAR ACIDIFICATION	0.401684671802522	0.696105480969011	-1	155066,23545,54982,3916,523,525,84317,535,3920,9296,252839,5538,10312,533,526,1201,1657,527,23312,10159,51606,51382,9114,2896,1203,147007,8992,440400
QUATERNARY AMMONIUM GROUP TRANSPORT%GOBP%GO:0015697	QUATERNARY AMMONIUM GROUP TRANSPORT	0.40433776836325	0.700058583311533	1	220963,6397,6584,123096,9057,57153,788,204962,6572,60482,23446
NEGATIVE REGULATION OF AXON EXTENSION%GOBP%GO:0030517	NEGATIVE REGULATION OF AXON EXTENSION	0.405559642008837	0.700441749615263	1	10509,9723,57556,223117,10505,10507,54437,6405,9037,80031,65078,6049,80128,10500,10512,10371,8482,4133,57609,54910,10501,57715,5802
BIOCARTA_PYK2_PATHWAY%MSigdb_C2%BIOCARTA_PYK2_PATHWAY	BIOCARTA_PYK2_PATHWAY	0.405577098399653	0.700441749615263	1	5879,2185,5894,3265,1432,6654,5335,805,6416,5058,9564,5595,5594,5604,801,5606,5605,2885,4214,5578,808,6464,2776,3725,5579,5599,1399
POSITIVE REGULATION OF CYTOPLASMIC TRANSPORT%GOBP%GO:1903651	POSITIVE REGULATION OF CYTOPLASMIC TRANSPORT	0.405675614814366	0.700441749615263	-1	4478,55823,23011,7430,1601,4771,80128,7260,25930,6653,5962,4133
STEROL TRANSPORT%GOBP%GO:0015918	STEROL TRANSPORT	0.407912818892138	0.702511042049576	-1	9885,114879,5305,57614,55207,9218,23461,9619,27183,10347,9388,348,83930,857,134429,57476,9217,9066,949,4040,3949,51474,10948,84947,6342,19,5007,57655,1645,1191,64801,23673,25987,6646
PROLONGED ERK ACTIVATION EVENTS%REACTOME%R-HSA-169893.3	PROLONGED ERK ACTIVATION EVENTS	0.409297909587727	0.702511042049576	1	5906,5595,5594,5604,1398,5605,673,10818,2889,1399,7529
FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS%GOBP%GO:0038096	FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS	0.409421594668809	0.702511042049576	-1	7525,4067,6850,3984,5581,5058,7410,6714,25,2534,8398,5580,10451,5747
FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY%GOBP%GO:0002431	FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY	0.409421594668809	0.702511042049576	-1	7525,4067,6850,3984,5581,5058,7410,6714,25,2534,8398,5580,10451,5747
IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS%GOBP%GO:0002433	IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS	0.409421594668809	0.702511042049576	-1	7525,4067,6850,3984,5581,5058,7410,6714,25,2534,8398,5580,10451,5747
FC-GAMMA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038094	FC-GAMMA RECEPTOR SIGNALING PATHWAY	0.409421594668809	0.702511042049576	-1	7525,4067,6850,3984,5581,5058,7410,6714,25,2534,8398,5580,10451,5747
MEIOTIC CHROMOSOME SEGREGATION%GOBP%GO:0045132	MEIOTIC CHROMOSOME SEGREGATION	0.409487042044838	0.702511042049576	-1	51547,1642,5728,9232,25879,2801,56776,2177,1060,7917,10609
REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:0007176	REGULATION OF EPIDERMAL GROWTH FACTOR-ACTIVATED RECEPTOR ACTIVITY	0.410986829759059	0.704385641502015	-1	84619,84313,9052,351,6868,54206,9655,58533,55294,7251,122809,79643
CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING%GOBP%GO:0051085	CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING	0.411355112053215	0.704385641502015	1	3304,79982,54788,6767,202052,11080,3312,2580,3306,3336,3337,51182,10728,30001,6388,3309,7266,23753,3313,6782,25822,3305,573
HAIR CELL DIFFERENTIATION%GOBP%GO:0035315	HAIR CELL DIFFERENTIATION	0.411702553481518	0.704385641502015	-1	170961,9497,4646,5357,124842,1499,25861,3714,286262,2068,2071
SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY	SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY	0.412285948291788	0.704743101439732	1	2768,8877,2767,2770,2775,4363,10672,8879,2773,2776,2771,56848,9294,81537
GANGLION DEVELOPMENT%GOBP%GO:0061548	GANGLION DEVELOPMENT	0.413333133804147	0.705614113963207	-1	8829,8633,8828,10381,51804,7976,6405,1499,8929,5458,10371,3642
TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS%REACTOME DATABASE ID RELEASE 38%159234	TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS	0.413545360096396	0.705614113963207	-1	8189,10189,57122,10482,55746,81608,6396,7175,5903,9883,9631,7884,348995,1977,22916,23165,9972,8480,10898,79023,29894,23225,9688,79902,23636,11097,4927,53981,51692,10762,23511,8086,23279,8021,55339,4686,129401,53371,55706
PHOSPHATIDYLETHANOLAMINE METABOLIC PROCESS%GOBP%GO:0046337	PHOSPHATIDYLETHANOLAMINE METABOLIC PROCESS	0.415349392954555	0.707981484392215	-1	85465,1119,63874,55224,50640,5920,23659,55500,376497,23761,8398,5833,10390,11145
POSITIVE REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000758	POSITIVE REGULATION OF PEPTIDYL-LYSINE ACETYLATION	0.415912723988521	0.707981484392215	1	8467,9031,5563,10514,9188,6659,2074,7913,5562,23451,57609,23181
Involvement of δ-secretase in neurodegenerative diseases%WikiPathways_20230910%WP5372%Homo sapiens	Involvement of δ-secretase in neurodegenerative diseases	0.416061382432407	0.707981484392215	1	4137,5641,6622,6733,6772,627,351,23621,23435,4915,5516,207,208,10000,1051,6418
BIOCARTA_CERAMIDE_PATHWAY%MSigdb_C2%BIOCARTA_CERAMIDE_PATHWAY	BIOCARTA_CERAMIDE_PATHWAY	0.417439673064712	0.709685153304235	-1	841,5894,8772,8737,572,6416,581,5595,5594,7132,5604,8439,7186,6609,9131,4214,5599,4790,5970
PID_NFKAPPAB_ATYPICAL_PATHWAY%MSigdb_C2%PID_NFKAPPAB_ATYPICAL_PATHWAY	PID_NFKAPPAB_ATYPICAL_PATHWAY	0.418121690569079	0.710203088132678	-1	409,6850,1432,5966,1459,6714,1457,4792,1460,5290,5295,4790,3551,5970
REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:2000036	REGULATION OF STEM CELL POPULATION MAINTENANCE	0.418606534731209	0.710385480941511	1	5926,65980,55274,6597,6595,6605,60,4017,8202,27097,3621,4609,23019,86,4848,79685,1994,23506,80312,6598,5928,84312,5977,58516,10629,51123,23091,25855,9275,5931,8091,8473,9274,6602,3065,29998,5978,5764,51742,8819,2648,3066,605,23160,51548,6760,6599,25942,3622,4849,8289,51412,64426,79595
BIOCARTA_TNFR1_PATHWAY%MSigdb_C2%BIOCARTA_TNFR1_PATHWAY	BIOCARTA_TNFR1_PATHWAY	0.421173744916029	0.713487468700425	-1	8738,841,8772,84823,5925,8737,6416,5058,142,1676,4000,7132,5591,8567,7186,836,6885,4214,6709,397,9530,5062,3725,835,5599,4001
EMBRYONIC LIMB MORPHOGENESIS%GOBP%GO:0030326	EMBRYONIC LIMB MORPHOGENESIS	0.421571766841059	0.713487468700425	-1	6926,7476,4154,25836,5727,6299,7020,1499,1889,1954,140467,775,3899,3065,2737,3066,27152,6468,7042,6497,55764
EMBRYONIC APPENDAGE MORPHOGENESIS%GOBP%GO:0035113	EMBRYONIC APPENDAGE MORPHOGENESIS	0.421571766841059	0.713487468700425	-1	6926,7476,4154,25836,5727,6299,7020,1499,1889,1954,140467,775,3899,3065,2737,3066,27152,6468,7042,6497,55764
PID_EPHA_FWDPATHWAY%MSigdb_C2%PID_EPHA_FWDPATHWAY	PID_EPHA_FWDPATHWAY	0.422747695745478	0.714682101438553	1	7525,4067,1943,285220,1942,2046,5335,7410,1944,1020,6714,2045,2534,2044,2041,1398,1969,387,1946,10451,867,6093,2042,1399,2043
RNA POLYMERASE I TRANSCRIPTION TERMINATION%REACTOME%R-HSA-73863.5	RNA POLYMERASE I TRANSCRIPTION TERMINATION	0.42303712061772	0.714682101438553	-1	7270,30834,5435,84172,5441,79101,7343,2965,5437,64425,5440,1022,6908,4331,5434,10849,9014,221830,2967,9015,902,2068,404672,9013,25885,2968,51082,9533,2071,284119
TICAM1, RIP1-MEDIATED IKK COMPLEX RECRUITMENT%REACTOME%R-HSA-168927.4	TICAM1, RIP1-MEDIATED IKK COMPLEX RECRUITMENT	0.425234412808553	0.717106778589335	1	7335,8737,7322,148022,329,1147,7316,7314,7311,7321,7189,6233,8517,7334,3551
IKK COMPLEX RECRUITMENT MEDIATED BY RIP1%REACTOME%R-HSA-937041.2	IKK COMPLEX RECRUITMENT MEDIATED BY RIP1	0.425234412808553	0.717106778589335	1	7335,8737,7322,148022,329,1147,7316,7314,7311,7321,7189,6233,8517,7334,3551
NAD METABOLIC PROCESS%GOBP%GO:0019674	NAD METABOLIC PROCESS	0.425789725330701	0.717400414567931	-1	133686,4190,54981,83594,4199,23171,83666,55191,64802,55739,23057,23098,23475,54956,8942,10135
REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME DATABASE ID RELEASE 38%6804760	REGULATION OF TP53 ACTIVITY THROUGH METHYLATION	0.426419276544203	0.717818495935769	1	472,10419,387893,4194,133746,7157,2033,7316,56950,91875,7314,4193,7311,79813,6233,10919
ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0095500	ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY	0.426872892177797	0.717939931258814	1	8851,1136,85397,6001,2767,23236,1141,1132,2782,156,2776,116372,375790
G PROTEIN-COUPLED ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007213	G PROTEIN-COUPLED ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY	0.427819202829628	0.718889053326214	1	8851,85397,6001,2767,23236,1132,2782,156,2776,375790
GOLGI TO VACUOLE TRANSPORT%GOBP%GO:0006896	GOLGI TO VACUOLE TRANSPORT	0.429759455563906	0.721241208955289	-1	8906,51542,3916,2580,55297,10490,9179,6293,164,64145,1201,51479,6272,30845,143187
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE	0.429985460386735	0.721241208955289	1	11231,6731,130617,58477,55176,6728,6729,6726,6734,10952
Synthesis of ceramides and 1-deoxyceramides%WikiPathways_20230910%WP5194%Homo sapiens	Synthesis of ceramides and 1-deoxyceramides	0.431439756083386	0.723036171815612	1	10558,8877,166929,91012,53947,259230,7357,2531,29956,79603,2583,253782,8694,427,2683,64781
NEGATIVE REGULATION OF CELL JUNCTION ASSEMBLY%GOBP%GO:1901889	NEGATIVE REGULATION OF CELL JUNCTION ASSEMBLY	0.433068732390606	0.724367800045088	1	10395,6585,2039,5728,7057,23122,6714,9270,55920,90102,56940,9475,6093,3551,869,6092,23603
NEUROINFLAMMATORY RESPONSE%GOBP%GO:0150076	NEUROINFLAMMATORY RESPONSE	0.433210752152883	0.724367800045088	-1	4137,6622,351,4035,3459,3688,3689,5663,3717,114,1191,2896
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032212	POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE	0.433617882454552	0.724367800045088	1	472,8658,7203,5073,545,22948,6950,10576,80351,10694,1499,5595,5594,5588,4216,3178,79618,5609,11284,10574,92345,140609,908,8550,7520,10575,25913,5570,65057
GLYCOLYSIS%BIOCYC%PWY66-400	GLYCOLYSIS	0.433857006566278	0.724367800045088	1	5214,230,5315,5211,2821,5230,7167,669,2026,2597,3099,3098,2023,5223,226,5213
MICROTUBULE ANCHORING%GOBP%GO:0034453	MICROTUBULE ANCHORING	0.43449460444565	0.724367800045088	1	22981,5195,9648,23299,57662,51199,23122,5108,636,1639,56647,90060,1605,11127,84984,23332,84376,55201,585
METHYLGUANOSINE-CAP DECAPPING%GOBP%GO:0110156	METHYLGUANOSINE-CAP DECAPPING	0.434543701514827	0.724367800045088	-1	29883,28960,27257,83594,167227,219988,55629,55802,80153,196513,23644
SIGNALING BY FLT3 ITD AND TKD MUTANTS%REACTOME DATABASE ID RELEASE 38%9703648	SIGNALING BY FLT3 ITD AND TKD MUTANTS	0.4377515576513	0.728431685503561	1	3265,6654,6777,4893,2885,5290,598,5295,9846,5781,1026,5292
CELLULAR ROLES OF ANTHRAX TOXIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CELLULAR ROLES OF ANTHRAX TOXIN	CELLULAR ROLES OF ANTHRAX TOXIN	0.437755704731417	0.728431685503561	1	118429,6416,5595,5594,5604,5606,5609,84168,5605,5608,808
Neurogenesis regulation in the olfactory epithelium%WikiPathways_20230910%WP5265%Homo sapiens	Neurogenesis regulation in the olfactory epithelium	0.438333456155294	0.728748731876558	1	8851,4137,3398,5979,9148,4851,4208,5048,627,2932,4760,351,4804,7804,4609,1020,6925,6929,5649,4204,3084,65078,6657,23028,28514,5663,81565,57142,1600,4915,4916,7436,23129,2011,4133,3397,8650,9253,3280,23462,6774,50674,182,55179,4131,4361,375790
MATURATION OF LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000463	MATURATION OF LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	0.438771219211681	0.728832687163622	1	11224,23246,54680,84365,9875,117246,6129,55759,23029,79707,23481,84154,285855,8886,9326
SIGNALING BY NOTCH1 HD DOMAIN MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 38%2691230	SIGNALING BY NOTCH1 HD DOMAIN MUTANTS IN CANCER	0.440925523604797	0.729434220051053	-1	4851,6868,142678,7316,28514,7314,3714,7311,102,54567,6233,182
CONSTITUTIVE SIGNALING BY NOTCH1 HD DOMAIN MUTANTS%REACTOME%R-HSA-2691232.2	CONSTITUTIVE SIGNALING BY NOTCH1 HD DOMAIN MUTANTS	0.440925523604797	0.729434220051053	-1	4851,6868,142678,7316,28514,7314,3714,7311,102,54567,6233,182
RESPONSE TO ACETYLCHOLINE%GOBP%GO:1905144	RESPONSE TO ACETYLCHOLINE	0.44111702001943	0.729434220051053	1	8851,1136,85397,6001,2767,23236,1141,9475,493,1132,2782,156,2776,116372,375790
CELLULAR RESPONSE TO ACETYLCHOLINE%GOBP%GO:1905145	CELLULAR RESPONSE TO ACETYLCHOLINE	0.44111702001943	0.729434220051053	1	8851,1136,85397,6001,2767,23236,1141,9475,493,1132,2782,156,2776,116372,375790
BCR-ABL ACTION IN CML PATHOGENESIS%SMPDB%SMP0031692	BCR-ABL ACTION IN CML PATHOGENESIS	0.443739886928069	0.729434220051053	1	6654,572,4609,7157,6502,1027,1398,2885,598,4193,3717,6198,5295,9846,1399
IMATINIB INHIBITION OF BCR-ABL%SMPDB%SMP0031694	IMATINIB INHIBITION OF BCR-ABL	0.443739886928069	0.729434220051053	1	6654,572,4609,7157,6502,1027,1398,2885,598,4193,3717,6198,5295,9846,1399
DASATINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032594	DASATINIB INHIBITION OF BCR-ABL	0.443739886928069	0.729434220051053	1	6654,572,4609,7157,6502,1027,1398,2885,598,4193,3717,6198,5295,9846,1399
NILOTINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032595	NILOTINIB INHIBITION OF BCR-ABL	0.443739886928069	0.729434220051053	1	6654,572,4609,7157,6502,1027,1398,2885,598,4193,3717,6198,5295,9846,1399
BOSUTINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032596	BOSUTINIB INHIBITION OF BCR-ABL	0.443739886928069	0.729434220051053	1	6654,572,4609,7157,6502,1027,1398,2885,598,4193,3717,6198,5295,9846,1399
BAFETINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032597	BAFETINIB INHIBITION OF BCR-ABL	0.443739886928069	0.729434220051053	1	6654,572,4609,7157,6502,1027,1398,2885,598,4193,3717,6198,5295,9846,1399
PONATINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032598	PONATINIB INHIBITION OF BCR-ABL	0.443739886928069	0.729434220051053	1	6654,572,4609,7157,6502,1027,1398,2885,598,4193,3717,6198,5295,9846,1399
REGULATION OF LYSOSOMAL LUMEN PH%GOBP%GO:0035751	REGULATION OF LYSOSOMAL LUMEN PH	0.443968954856194	0.729434220051053	-1	54982,3916,523,84317,535,84286,3920,9296,252839,5538,10312,533,1201,55858,527,10159,51606,51382,2896,1203,147007,440400
